web-scraper-order,web-scraper-start-url,pagination,link,link-href,address,price,beds,baths,sqft,DOM,year,lot_size,estimate,est_monthly_payment,parking,pool,school_dist,zoning,views,favorites,outs,walk_score,transit_score,bike_score,hoa_dues
1638423919-1327,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3320-1-2-W-77th-St-90043/home/6427560,"3320-1/2 W 77th St,","$299,500.00",1,1,672,Time on Redfin13 days,1949,Traditional,"$302,382.00","$1,574.00",Community Laundry,Amenities: Unknown,"Lot Size (Sq. Ft.): 31,243",,"1,430",43,4,62 / 100,53 / 100,51 / 100,HOA Dues$222/month
1638423776-1273,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/1745-Camino-Palmero-St-90046/unit-204/home/7115202,"1745 Camino Palmero St #204,","$629,000.00",2,2,"1,129",Time on Redfin17 days,1973,Contemporary,"$626,368.00","$3,385.00",Community Laundry,Balcony: large,# of Units in Complex (Total): 131,,"1,160",22,6,88 / 100,58 / 100,34 / 100,HOA Dues$546/month
1638423960-1343,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Pacoima/11150-Glenoaks-Blvd-91331/unit-311/home/5483987,"11150 Glenoaks Blvd #311,","$385,000.00",2,2,851,Time on Redfin10 days,1990,PAC - Pacoima,"$390,921.00","$2,155.00","Dishwasher, Gas Oven, Gas Range, Refrigerator","Pool Features: Association, In Ground",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,571,20,5,73 / 100,46 / 100,60 / 100,HOA Dues$417/month
1638423807-1285,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Woodland-Hills/5515-Canoga-Ave-91367/unit-213/home/8182341,"5515 Canoga Ave #213,","$564,900.00",3,2,"1,020",Time on Redfin16 days,1987,WHLL - Woodland Hills,"$568,539.00","$2,992.00","Dishwasher, Gas Oven, Gas Range",Patio And Porch Features: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,360",50,5,76 / 100,46 / 100,68 / 100,HOA Dues$442/month
1638423458-1180,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/7917-Willoughby-Ave-90046/unit-3/home/12446181,"7917 Willoughby Ave #3,","$1,350,000.00",2,2.5,"1,945",Time on Redfin27 days,2008,Architectural,"$1,342,239.00","$6,569.00",Stacked Laundry in Closet,"Amenities: Extra Storage, Gated Parking, Association Maintains Landscape, Elevator, Guest Parking","Lot Size (Sq. Ft.): 9,911",,"1,628",72,4,96 / 100,57 / 100,65 / 100,HOA Dues$475/month
1638424220-1442,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/4595-Wilshire-Blvd-90010/unit-104/home/7091191,"4595 Wilshire Blvd #104,","$1,120,000.00",2,2,"2,008",Time on Redfin11 hours,1981,Traditional,"$1,110,295.00","$5,631.00",Laundry in Unit,Balcony: South,# of Units in Complex (Total): 18,,102,1,1,64 / 100,58 / 100,66 / 100,HOA Dues$575/month
1638423491-1185,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3480-Barham-Blvd-90068/unit-323/home/7128107,"3480 Barham Blvd #323,","$449,999.00",1,1,812,Time on Redfin33 days,1981,C30 - Hollywood Hills East,$554.00,"$2,607.00","Dishwasher, Garbage Disposal, Refrigerator, Gas Oven, Range",Common Walls: 1 common wall,2.0%,,"1,495",35,12,57 / 100,33 / 100,34 / 100,HOA Dues$576/month
1638423854-1302,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/2025-Avenue-of-the-Stars-90067/unit-205/home/145282106,"2025 Avenue Of The Stars #205,","$2,160,000.00",1,1.5,"1,000",Time on Redfin14 days,1965,Modern,"$2,131,556.00","$12,137.00",Laundry in Closet,"Heated Pool, Community Pool",# of Units in Complex (Total): 63,,157,4,0,89 / 100,59 / 100,51 / 100,"HOA Dues$2,386/month"
1638423250-1148,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/267-San-Pedro-St-90012/unit-316/home/8181213,"267 S San Pedro St #316,","$379,000.00",2,2,970,Time on Redfin30 days,2006,Contemporary,"$376,604.00","$2,483.00",Laundry in Unit,Community Pool,# of Units in Complex (Total): 130,,"2,089",40,11,95 / 100,100 / 100,83 / 100,HOA Dues$772/month
1638423633-1217,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Santa-Monica/201-Ocean-Ave-90402/unit-1904P/home/17243645,"201 Ocean Ave Unit 1904P,","$2,600,000.00",3,2.5,"1,554",Time on Redfin22 days,1971,Contemporary,"$2,530,085.00","$15,166.00",Community Laundry,Other Structural Features: Balcony,# of Units in Complex (Total): 317,,752,15,0,52 / 100,27 / 100,68 / 100,"HOA Dues$3,429/month"
1638423791-1279,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/360-W-Ave-26-90031/unit-103/home/12294118,"360 W Avenue 26 #103,","$499,900.00",1,2,"1,280",Time on Redfin19 days,2007,Contemporary,"$497,732.00","$2,747.00","Dishwasher, Garbage Disposal, Gas Range, Gas Stove, Microwave, Refrigerator",Patio And Porch Features: Patio Open,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,883,31,1,70 / 100,70 / 100,74 / 100,HOA Dues$490/month
1638423108-1123,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/460-S-Spring-St-90013/unit-311/home/17226472,"460 S Spring St #311,","$499,000.00",1,1,820,Time on Redfin34 days,1912,Architectural,"$490,547.00","$2,903.00","Laundry in Closet, Laundry in Unit",Association Spa,"Lot Size (Sq. Ft.): 30,787",,854,29,2,98 / 100,100 / 100,89 / 100,HOA Dues$650/month
1638423914-1325,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/2354-Fletcher-Dr-90039/unit-124/home/7066604,"2354 Fletcher Dr #124,","$599,990.00",2,2,990,Time on Redfin13 days,1979,Garden Condo,"$599,264.00","$3,159.00",Laundry in Unit,Association Pool,# of Units in Complex (Total): 108,,"1,305",32,3,83 / 100,46 / 100,55 / 100,HOA Dues$450/month
1638423527-1191,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Sherman-Oaks/14412-Killion-St-91401/unit-406/home/28913996,"14412 Killion St #406,","$737,000.00",3,3,"1,510",Time on Redfin24 days,2009,SO - Sherman Oaks,"$733,316.00","$3,777.00",3,Pool Features: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,676",50,8,74 / 100,50 / 100,71 / 100,HOA Dues$450/month
1638424005-1360,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Sherman-Oaks/4702-Fulton-Ave-91423/unit-306/home/17229252,"4702 Fulton Ave #306,","$659,000.00",3,2.5,"1,350",Time on Redfin8 days,1988,SO - Sherman Oaks,"$721,444.00","$3,618.00","Dishwasher, Garbage Disposal",Common Walls: 1 common wall,,Association Fee Frequency: Monthly,"2,919",143,10,72 / 100,39 / 100,58 / 100,HOA Dues$643/month
1638423745-1261,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Playa-Vista/6400-Crescent-Park-E-90094/unit-423/home/17237626,"6400 Crescent Park #423,","$815,000.00",2,2,"1,110",Time on Redfin17 days,2005,Contemporary,"$814,196.00","$4,505.00","Oven, Microwave, Range Hood","Association Pool, In Ground Pool","Amenities: Clubhouse, Elevator, Exercise Room, Fitness Center, Gated Community, Controlled Access, Pool, Picnic Area, Gated Parking, Fire Pit",Special Zoning: None,"1,464",56,8,61 / 100,45 / 100,79 / 100,HOA Dues$826/month
1638423867-1307,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Woodland-Hills/5500-Owensmouth-Ave-91367/unit-316/home/8152404,"5500 Owensmouth Ave #316,","$415,000.00",1,1,740,Time on Redfin14 days,1987,WHLL - Woodland Hills,"$422,293.00","$2,269.00",1,"Pool Features: Association, Community Pool, Fenced",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,398,26,2,75 / 100,,65 / 100,HOA Dues$396/month
1638423769-1270,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/121-S-Hope-St-90012/unit-321/home/6933382,"121 S Hope St #321,","$495,000.00",1,1,793,Time on Redfin17 days,1980,Contemporary,"$486,742.00","$3,108.00",1,Community Pool,"Amenities: Association Maintains Landscape, Association Pet Rules, Banquet Facilities, Elevator, Exercise Room, Gated Community Guard",,833,23,3,93 / 100,100 / 100,70 / 100,HOA Dues$873/month
1638424249-1452,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/801-S-Grand-Ave-90017/unit-1702/home/8179714,"801 S Grand Ave #1702,","$825,000.00",2,2,"1,360",Time on Redfin6 hours,1985,C42 - Downtown L.A.,"$824,788.00","$4,764.00",Attached Garage,Pool Features: None,High School District: Los Angeles Unified,,127,3,0,97 / 100,100 / 100,85 / 100,"HOA Dues$1,040/month"
1638423846-1299,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/108-W-2nd-St-90012/unit-711/home/8145459,"108 W 2nd St #711,","$549,000.00",—,1,750,Time on Redfin14 days,1910,Architectural,"$558,186.00","$3,022.00",Laundry in Unit,Unit Floor In Building: 7,"Lot Size (Sq. Ft.): 19,153",AssociationPetRules: Yes,"1,101",105,0,95 / 100,100 / 100,80 / 100,HOA Dues$544/month
1638423835-1295,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/321-S-San-Vicente-Blvd-90048/unit-308/home/6814213,"321 S San Vicente Blvd #308,","$780,000.00",2,2,"1,295",Time on Redfin15 days,1976,Contemporary,"$780,899.00","$4,206.00",Community Laundry,Community Pool,# of Units in Complex (Total): 110,,"1,332",67,4,93 / 100,64 / 100,82 / 100,HOA Dues$685/month
1638423327-1161,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1345-Wellesley-Ave-90025/unit-2/home/6764153,"1345 Wellesley Ave #2,","$949,000.00",2,3,"1,210",Time on Redfin28 days,1991,Traditional,"$936,752.00","$4,634.00",Laundry Inside,"Amenities: Gated Parking, Controlled Access","Lot Size (Sq. Ft.): 7,283",,"1,509",50,5,93 / 100,65 / 100,79 / 100,HOA Dues$350/month
1638423656-1226,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Van-Nuys/7045-Woodley-Ave-91406/unit-218/home/4492487,"7045 Woodley Ave #218,","$299,000.00",1,1,608,Time on Redfin21 days,1989,VN - Van Nuys,"$300,546.00","$1,696.00",1,Pool Features: Community Pool,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,076",24,4,58 / 100,43 / 100,56 / 100,HOA Dues$346/month
1638424214-1440,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1128-S-Serrano-Ave-90006/unit-101/home/12287504,"1128 S Serrano Ave #101,","$729,000.00",3,2,"1,300",Time on Redfin12 hours,2007,Contemporary,$561.00,"$3,710.00",Laundry in Unit,"Amenities: Elevator, Gated Parking","Lot Size (Sq. Ft.): 9,322",,301,10,2,94 / 100,66 / 100,64 / 100,HOA Dues$419/month
1638423630-1216,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3711-Baldwin-St-90031/unit-401/home/6948471,"3711 Baldwin St #401,","$575,000.00",2,2,"1,076",Time on Redfin22 days,1996,Unknown,"$575,230.00","$2,890.00",Granite Counters,Association Pool,"Amenities: Pool, Gated Community, Sauna",,"1,251",47,5,65 / 100,55 / 100,38 / 100,HOA Dues$294/month
1638424264-1458,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Van-Nuys/7135-Firmament-Ave-91406/unit-31/home/4491519,"7135 Firmament Ave #31,","$399,900.00",2,2,961,Time on Redfin13 hours,1980,VN - Van Nuys,"$400,175.00","$2,251.00",Attached Garage,Pool Features: Community Pool,High School District: Los Angeles Unified,Zoning: LARD2,"1,207",73,4,66 / 100,48 / 100,56 / 100,HOA Dues$446/month
