web-scraper-order,web-scraper-start-url,pagination,link,link-href,address,price,beds,baths,sqft,DOM,year,lot_size,estimate,est_monthly_payment,parking,pool,school_dist,zoning,views,favorites,outs,walk_score,transit_score,bike_score,hoa_dues
1638424102-1397,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Granada-Hills/17220-Chatsworth-St-91344/unit-5/home/8090034,"17220 Chatsworth St #5,","$569,000.00",2,2.5,"1,358",Time on Redfin3 days,1983,GH - Granada Hills,"$573,691.00","$2,919.00",2,Pool Features: None,High School District: Los Angeles Unified,Zoning: LAR3,575,16,1,60 / 100,34 / 100,54 / 100,HOA Dues$350/month
1638423902-1320,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/7001-S-La-Cienega-Blvd-90045/unit-210/home/6600235,"7001 S La Cienega Blvd #210,","$500,000.00",2,2,925,Time on Redfin13 days,1985,Contemporary,"$501,356.00","$2,662.00",Stacked Laundry in Closet,"Other Structural Features: Balcony, Sprinkler System",# of Units in Complex (Total): 54,,"1,131",39,2,77 / 100,42 / 100,40 / 100,HOA Dues$405/month
1638423570-1198,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Playa-Vista/13200-Pacific-Promenade-90094/unit-217/home/22930284,"13200 Pacific Promenade #217,","$610,000.00",1,1,623,Time on Redfin24 days,2003,C39 - Playa Vista,"$603,220.00","$3,437.00",2,Patio And Porch Features: None,High School District: Los Angeles Unified,,850,24,4,69 / 100,45 / 100,88 / 100,HOA Dues$683/month
1638424009-1361,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Playa-Del-Rey/8687-Falmouth-Ave-90293/unit-111/home/6631220,"8687 Falmouth Ave #111,","$759,000.00",2,2.5,"1,093",Time on Redfin8 days,1983,Traditional,"$760,021.00","$3,925.00",Laundry in Unit,Roof: Composition,# of Units in Complex (Total): 262,"Directions: Seagate Village complex on SW corner at Manitoba Street/Falmouth Ave, Two blocks south of Manchester Ave. For access go to Gate #3",546,19,4,53 / 100,34 / 100,54 / 100,HOA Dues$499/month
1638424259-1456,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1310-N-Detroit-St-90046/unit-303/home/7114085,"1310 N Detroit St #303,","$640,000.00",2,2,"1,070",Time on Redfin5 hours,1989,California Bungalow,"$639,585.00","$3,389.00",2,"Patio Features: Balcony, Living Room Balcony",# of Units in Complex (Total): 25,,203,10,1,94 / 100,63 / 100,59 / 100,HOA Dues$500/month
1638423730-1255,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Valley-Village/12014-Kling-St-91607/unit-6/home/5213328,"12014 Kling St #6,","$599,000.00",2,2,"1,100",Time on Redfin19 days,1970,Not Applicable,"$596,806.00","$3,034.00",Living Room,Security Safety: None,Lot Size Source: Assessor,Pool Construction: In Ground,"1,719",28,13,77 / 100,41 / 100,72 / 100,HOA Dues$330/month
1638423897-1318,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Venice/1121-Abbot-Kinney-Blvd-90291/unit-C/home/143172847,"1121 Abbot Kinney Blvd Unit C,","$2,350,000.00",2,2.5,"1,757",Time on Redfin13 days,2005,Architectural,"$2,337,745.00","$11,719.00",Controlled Access,# of Parking Spaces (Total): 2,Patio Features: Patio Open,,418,20,1,93 / 100,54 / 100,99 / 100,"HOA Dues$1,110/month"
1638423953-1340,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/4040-Via-Marisol-90042/unit-114/home/6998793,"4040 Via Marisol #114,","$659,000.00",3,2,"1,500",Time on Redfin10 days,1981,Traditional,"$685,046.00","$3,630.00","Built In Range, Dishwasher, Electric Range, Garbage Disposal, Gas Water Heater, Water Heater Unit",Foundation Details: Concrete Slab,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,929,42,3,26 / 100,40 / 100,21 / 100,HOA Dues$655/month
1638424254-1454,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1367-N-Alta-Vista-Blvd-90046/unit-304/home/170242362,"1367 N Alta Vista Blvd #304,","$1,025,000.00",2,2.5,"1,287",Time on Redfin5 hours,2020,Contemporary,"$1,024,417.00","$5,079.00",Laundry in Unit,Amenities: None,Special Zoning: None,,120,8,0,95 / 100,62 / 100,55 / 100,HOA Dues$452/month
1638424203-1436,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/6702-Hillpark-Dr-90068/unit-408/home/7114435,"6702 Hillpark Dr #408,","$599,995.00",2,2,"1,158",Time on Redfin14 hours,1966,Mid-Century,"$601,158.00","$3,319.00",Laundry in Unit,"Association Pool, Community Pool, In Ground Pool",# of Units in Complex (Total): 192,,735,64,4,19 / 100,38 / 100,14 / 100,HOA Dues$610/month
1638423118-1125,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Marina-Del-Rey/13700-Marina-Pointe-Dr-90292/unit-1421/home/8126714,"13700 Marina Pointe Dr #1421,","$840,000.00",1,1,859,Time on Redfin34 days,2003,Modern,"$826,984.00","$4,704.00",1,Other Structural Features: Balcony,# of Units in Complex (Total): 450,,371,12,1,74 / 100,,83 / 100,HOA Dues$912/month
1638424095-1394,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Venice/615-Hampton-Dr-90291/unit-A104/home/8136647,"615 Hampton Dr Unit A104,","$995,000.00",1,1,"1,037",Time on Redfin3 days,2004,Contemporary,"$1,012,184.00","$4,967.00","Laundry in Unit, Stacked Laundry in Closet",Patio Features: Patio Open,# of Units in Complex (Total): 51,,434,30,1,93 / 100,54 / 100,100 / 100,HOA Dues$475/month
1638423823-1290,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Tujunga/10260-Plainview-Ave-91042/unit-21/home/5519129,"10260 Plainview Ave #21,","$558,000.00",3,2.5,"1,246",Time on Redfin15 days,1981,659 - Sunland/Tujunga,"$574,003.00","$2,864.00","Gas Oven, Gas Range","Patio And Porch Features: Concrete, Porch - Rear, Wood",Common Interest: Condominium,,"1,629",40,5,77 / 100,35 / 100,46 / 100,HOA Dues$345/month
1638423171-1134,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/645-W-9th-St-90015/unit-738/home/17229769,"645 W 9th St #738,","$575,000.00",1,1,900,Time on Redfin31 days,2006,Architectural,"$569,461.00","$3,337.00",Laundry in Closet,Balcony: Yes,# of Units in Complex (Total): 263,,614,19,1,96 / 100,100 / 100,85 / 100,HOA Dues$741/month
1638423940-1335,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Inglewood/7000-S-La-Cienega-Blvd-90302/unit-7/home/6438622,"7000 S La Cienega Blvd #7,","$469,900.00",3,2,"1,123",Time on Redfin11 days,1963,101 - North Inglewood,"$478,926.00","$2,523.00",2,Pool Features: None,High School District: Inglewood Unified,Association Fee Frequency: Monthly,"1,668",43,6,79 / 100,42 / 100,41 / 100,HOA Dues$402/month
1638423788-1278,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/800-W-1st-St-90012/unit-1202/home/6933675,"800 W 1st St #1202,","$425,000.00",1,1,762,Time on Redfin16 days,1968,Contemporary,"$422,137.00","$2,756.00","Counter Top, Tile Counters",Balcony: N/A,"Amenities: Spa, Tennis Courts, Elevator, Exercise Room, Controlled Access, Fitness Center, Clubhouse, Guest Parking, Security, Rec Multipurpose Rm",,793,15,4,94 / 100,100 / 100,58 / 100,HOA Dues$837/month
1638423912-1324,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/5376-Fairview-Blvd-90056/unit-104/home/6597038,"5376 Fairview Blvd #104,","$610,000.00",2,2,"1,214",Time on Redfin13 days,1968,Ladera Heights,"$612,674.00","$3,179.00","Card Room, Association Maintains Landscape, Exercise Room, Fitness Center",# of Parking Spaces (Total): 2,Association Pool,,"1,275",19,5,78 / 100,43 / 100,49 / 100,HOA Dues$425/month
1638424184-1429,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1130-Flower-St-90015/unit-202/home/8137160,"1130 S Flower St #202,","$639,000.00",1,1.5,"1,188",Time on Redfin22 hours,2003,Contemporary,"$637,039.00","$3,874.00","Controlled Access, Association Maintains Landscape, Gated Parking, Gated Community, Elevator, Association Pet Rules",# of Parking Spaces (Total): 2,Balcony: No,,245,14,3,90 / 100,100 / 100,85 / 100,HOA Dues$989/month
1638423786-1277,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/San-Pedro/336-Miraleste-Dr-90732/unit-249/home/7735326,"336 S Miraleste Dr #249,","$495,000.00",2,2,"1,143",Time on Redfin16 days,1971,186 - Miraleste Pines,"$496,789.00","$2,635.00",2,Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"2,273",97,6,30 / 100,34 / 100,19 / 100,HOA Dues$400/month
1638424097-1395,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Hollywood/1645-Vine-St-90028/unit-510/home/17224327,"1645 Vine St #510,","$749,000.00",—,1,"1,000",Time on Redfin3 days,1928,Architectural,"$748,333.00","$4,581.00","Elevator, Fitness Center, Pool, Security, Sun Deck, Valet Parking, Concierge",# of Parking Spaces (Total): 1,Association Pool,,336,9,2,98 / 100,73 / 100,77 / 100,"HOA Dues$1,200/month"
1638423618-1211,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Marina-Del-Rey/13700-Marina-Pointe-Dr-90292/unit-707/home/8126530,"13700 Marina Pointe Dr #707,","$839,000.00",1,1,996,Time on Redfin23 days,2003,Architectural,"$835,218.00","$4,806.00","Association Barbecue, Association Maintains Landscape, Association Pet Rules, Concierge, Conference, Controlled Access, Elevator, Exercise Room, Fire Pit, Fitness Center, Gated Parking, Guest Parking, Meeting Room, Onsite Property Management, Outdoor Cooking Area, Picnic Area, Pool, Private Cabana, Sauna, Security, Spa, Sun Deck, Valet Parking",# of Parking Spaces (Total): 2,Balcony: Yes,,532,18,3,74 / 100,,83 / 100,"HOA Dues$1,019/month"
1638423129-1127,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Van-Nuys/15114-Sherman-Way-91405/unit-110/home/4461113,"15114 Sherman Way #110,","$515,000.00",2,3,"1,456",Time on Redfin34 days,1991,Van Nuys,"$515,867.00","$2,695.00","Gas Water Heater, Oven, Dishwasher, Garbage Disposal, Microwave, Refrigerator",Is Part of Association,Living Area Source: Assessor's Data,,903,9,6,75 / 100,52 / 100,64 / 100,HOA Dues$370/month
1638423548-1194,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Beverly-Hills/450-S-Maple-Dr-90212/unit-505/home/6812151,"450 S Maple Dr #505,","$2,150,000.00",2,2.5,"2,126",Time on Redfin24 days,1975,Contemporary,"$2,124,522.00","$10,556.00",Laundry in Unit,Other Structural Features: Balcony,# of Units in Complex (Total): 24,,751,23,1,92 / 100,55 / 100,55 / 100,HOA Dues$850/month
1638423604-1207,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Tarzana/18307-Burbank-Blvd-91356/unit-104/home/4083385,"18307 Burbank Blvd #104,","$339,000.00",1,1,679,Time on Redfin23 days,1970,TAR - Tarzana,"$351,122.00","$1,875.00",1,Pool Features: Community Pool,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,809,21,3,68 / 100,49 / 100,55 / 100,HOA Dues$345/month
1638423473-1182,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Encino/5135-Zelzah-Ave-91316/unit-307/home/17231815,"5135 Zelzah Ave #307,","$549,900.00",2,2,"1,160",Time on Redfin27 days,1984,ENC - Encino,"$539,437.00","$2,907.00",2,Is Part of Association,High School District: Los Angeles Unified,,"2,693",73,4,83 / 100,44 / 100,54 / 100,HOA Dues$425/month
1638424239-1448,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/2364-Duane-St-90039/unit-2/home/7057832,"2364 Duane St #2,","$995,000.00",2,3,"1,279",Time on Redfin8 hours,1982,Modern,"$994,928.00","$4,992.00",3,"Other Structural Features: Balcony, High Ceilings (9 Feet+)",# of Units in Complex (Total): 8,,323,16,2,76 / 100,49 / 100,44 / 100,HOA Dues$500/month
1638424122-1404,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10501-Wilshire-Blvd-90024/unit-1102/home/17226936,"10501 Wilshire #1102,","$1,150,000.00",2,2.5,"1,240",Time on Redfin2 days,1963,Other,"$1,149,674.00","$6,741.00",Community Laundry,Balcony: yes,# of Units in Complex (Total): 208,,213,2,1,57 / 100,69 / 100,51 / 100,"HOA Dues$1,550/month"
1638423625-1214,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Panorama-City/8847-Willis-Ave-91402/unit-6/home/5679629,"8847 Willis Ave #6,","$299,999.00",2,1,799,Time on Redfin22 days,1979,Contemporary,"$305,936.00","$1,579.00",Laundry Area,Other Structural Features: Balcony,# of Units in Complex (Total): 4,Special Zoning: None,"2,382",59,9,74 / 100,51 / 100,67 / 100,HOA Dues$225/month
1638423676-1233,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Encino/4712-Park-Encino-Ln-91436/unit-221/home/4933297,"4712 Park Encino Ln #221,","$1,475,000.00",3,3,"2,500",Time on Redfin23 days,1982,ENC - Encino,"$1,460,030.00","$7,984.00",Attached Garage,Patio And Porch Features: Porch - Rear,High School District: Los Angeles Unified,Road Surface Type: Paved,825,10,1,82 / 100,42 / 100,25 / 100,"HOA Dues$1,325/month"
1638423620-1212,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/6624-S-Springpark-Ave-90056/unit-7A/home/51586274,"6624 Springpark Ave Unit 7A,","$625,000.00",2,2,"1,488",Time on Redfin22 days,1967,Mid-Century,"$625,137.00","$3,196.00",2,# of Parking Spaces (Total): 2,Unit Floor In Building: 7,AssociationPetRules: Yes,"1,991",57,3,76 / 100,43 / 100,45 / 100,HOA Dues$375/month
1638424127-1406,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Beverly-Hills/300-N-Swall-Dr-90211/unit-203/home/6815729,"300 N Swall Dr #203,","$1,999,000.00",2,3,"2,662",Time on Redfin2 days,1981,Low Rise,"$1,993,443.00","$11,374.00",Laundry Room,"Association Pool, Heated And Filtered Pool, In Ground Pool, Community Pool",# of Units in Complex (Total): 64,,195,9,3,86 / 100,64 / 100,70 / 100,"HOA Dues$2,350/month"
1638423377-1169,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Toluca-Lake/10878-Bloomfield-St-91602/unit-201/home/26849514,"10878 Bloomfield St #201,","$758,800.00",2,2,"1,490",Time on Redfin28 days,2009,TUL - Toluca Lake,"$752,708.00","$3,860.00",2,Patio And Porch Features: None,High School District: Los Angeles Unified,Zoning: LAR3,"1,558",48,6,70 / 100,49 / 100,72 / 100,HOA Dues$435/month
1638423713-1248,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Sylmar/13100-Bromont-Ave-91342/unit-8/home/5421794,"13100 Bromont Ave #8,","$329,999.00",2,2,864,Time on Redfin20 days,1984,SYL - Sylmar,"$338,241.00","$1,835.00",2,"Pool Features: Association, Community Pool",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,929",47,4,73 / 100,46 / 100,53 / 100,HOA Dues$345/month
1638423905-1321,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Sherman-Oaks/14538-Benefit-St-91403/unit-104/home/4881598,"14538 Benefit St #104,","$749,000.00",2,2,"1,285",Time on Redfin13 days,1988,SO - Sherman Oaks,"$769,554.00","$3,961.00",2,"Pool Features: Association, Community Pool, Heated",High School District: Los Angeles Unified,,"2,811",63,7,76 / 100,56 / 100,56 / 100,HOA Dues$580/month
1638423686-1237,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3261-Sawtelle-Blvd-90066/unit-208/home/21914001,"3261 Sawtelle Blvd #208,","$685,000.00",2,2,869,Time on Redfin20 days,1987,C13 - Palms - Mar Vista,"$708,577.00","$3,465.00",2,Pool Features: None,High School District: Los Angeles Unified,Zoning: LAR3,"2,235",97,11,66 / 100,46 / 100,75 / 100,HOA Dues$373/month
1638424061-1381,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1100-S-Clark-Dr-90035/unit-302/home/8094006,"1100 S Clark Dr #302,","$989,000.00",2,2,"1,258",Time on Redfin3 days,1999,Traditional,"$983,774.00","$5,153.00",4,# of Parking Spaces (Total): 2,Unit Floor In Building: 3,AssociationPetRules: Call,439,12,6,96 / 100,58 / 100,56 / 100,HOA Dues$688/month
1638423400-1172,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Marina-Del-Rey/13700-Marina-Pointe-Dr-90292/unit-419/home/8126456,"13700 Marina Pointe Dr #419,","$769,000.00",1,1.5,959,Time on Redfin28 days,2003,Contemporary,"$759,043.00","$4,482.00","Association Barbecue, Association Pet Rules, Clubhouse, Concierge, Conference, Fitness Center",# of Parking Spaces (Total): 2,"Heated Pool, Community Pool",Special Zoning: Other,724,14,0,74 / 100,,83 / 100,"HOA Dues$1,011/month"
1638423818-1288,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/San-Pedro/1444-Brett-Pl-90732/unit-56/home/7686036,"1444 Brett Pl #56,","$625,000.00",3,2,"1,219",Time on Redfin15 days,1987,Contemporary,"$622,023.00","$3,274.00","Dishwasher, Garbage Disposal, Gas Oven, Gas Range, Microwave, Vented Exhaust Fan, Water Heater Unit",Foundation Details: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,637,19,4,61 / 100,32 / 100,32 / 100,HOA Dues$453/month
1638423187-1137,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Northridge/9950-Reseda-Blvd-91324/unit-22/home/5820089,"9950 Reseda Blvd #22,","$649,500.00",3,3,"1,782",Time on Redfin31 days,1973,NR - Northridge,"$642,718.00","$3,373.00",3,Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"2,491",23,7,72 / 100,40 / 100,66 / 100,HOA Dues$441/month
1638424198-1434,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/12203-Idaho-Ave-90025/unit-103/home/6759975,"12203 Idaho Ave #103,","$850,000.00",2,2,"1,071",Time on Redfin14 hours,1989,Contemporary,"$850,192.00","$4,187.00",1,# of Parking Spaces (Total): 2,Unit Floor In Building: 1,AssociationPetRules: Yes,583,51,3,93 / 100,65 / 100,81 / 100,HOA Dues$350/month
1638423611-1209,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/North-Hollywood/10707-Camarillo-St-91602/unit-103/home/5301523,"10707 Camarillo St #103,","$499,000.00",1,1,941,Time on Redfin23 days,1965,TUL - Toluca Lake,"$495,822.00","$2,580.00",1,Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,722,13,9,73 / 100,44 / 100,60 / 100,HOA Dues$327/month
1638423946-1337,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Playa-Del-Rey/8180-Manitoba-St-90293/unit-141/home/6628695,"8180 Manitoba St #141,","$749,000.00",2,2,"1,268",Time on Redfin10 days,1981,C31 - Playa Del Rey,"$748,989.00","$3,956.00","Dishwasher, Gas Range, Refrigerator","Pool Features: Association, Community Pool, Heated",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,886,14,8,61 / 100,32 / 100,57 / 100,HOA Dues$575/month
1638424069-1384,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Marina-Del-Rey/13078-Mindanao-Way-90292/unit-215/home/6726089,"13078 Mindanao Way #215,","$1,115,000.00",2,2,"1,929",Time on Redfin3 days,1980,C12 - Marina Del Rey,"$1,114,438.00","$6,023.00",2,Pool Features: Community Pool,High School District: Los Angeles Unified,,554,25,2,81 / 100,,70 / 100,HOA Dues$990/month
1638424182-1428,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10580-Wilshire-Blvd-90024/unit-5SW/home/177420060,"10580 Wilshire Blvd Unit 5SW,","$2,100,000.00",2,2.5,"2,260",Time on Redfin22 hours,1991,Contemporary,"$2,106,838.00","$13,630.00",2,Patio Features: Balcony,"Amenities: Association Maintains Landscape, Banquet Facilities, Clubhouse, Concierge, Conference, Exercise Room, Elevator, Fitness Center, Gated Community, Gated Community Guard, Security, Valet Parking",,248,3,2,61 / 100,68 / 100,52 / 100,"HOA Dues$4,150/month"
1638423018-1111,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/849-S-Broadway-90014/unit-603/home/17233270,"849 S Broadway #603,","$3,500,000.00",3,2,"2,240",Time on Redfin79 days,1930,C42 - Downtown L.A.,"$3,296,243.00","$18,035.00",2,"Pool Features: Community Pool, Roof Top",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"3,062",61,2,97 / 100,100 / 100,92 / 100,"HOA Dues$2,235/month"
1638423297-1156,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Encino/5500-Lindley-Ave-91316/unit-112/home/4116057,"5500 Lindley Ave #112,","$379,000.00",1,1,706,Time on Redfin29 days,1979,Traditional,"$378,743.00","$1,937.00","Dishwasher, Garbage Disposal, Gas Range, Microwave",Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,685,11,4,65 / 100,43 / 100,49 / 100,HOA Dues$226/month
1638423703-1244,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Marina-Del-Rey/310-Tahiti-Way-90292/unit-312/home/6783621,"310 Tahiti Way #312,","$1,285,000.00",2,2,"1,428",Time on Redfin20 days,1979,Contemporary,"$1,277,349.00","$6,559.00","Association Maintains Landscape, Association Pet Rules, Fitness Center, Elevator, Pool, Spa, Tennis Courts",# of Parking Spaces (Total): 2,Balcony: Yes,,"2,170",103,0,51 / 100,,51 / 100,HOA Dues$758/month
1638424180-1427,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Inglewood/7000-S-La-Cienega-Blvd-90302/unit-15/home/6438664,"7000 S La Cienega Blvd #15,","$535,000.00",2,2,"1,194",Time on Redfin28 hours,1963,101 - North Inglewood,$448.00,"$2,817.00","Dishwasher, Gas Oven, Gas Range, Microwave, Refrigerator",Foundation Details: None,Middle Or Junior School: Crozier,Association Fee Frequency: Monthly,286,4,3,79 / 100,42 / 100,41 / 100,HOA Dues$402/month
1638424175-1425,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Sylmar/13100-Bromont-Ave-91342/unit-1/home/5421753,"13100 Bromont Ave #1,","$345,000.00",2,1,864,Time on Redfin4 days,1984,SYL - Sylmar,$399.00,"$1,902.00",Dishwasher,"Pool Features: Association, Community Pool, In Ground",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,378,10,2,73 / 100,46 / 100,53 / 100,HOA Dues$345/month
1638423870-1308,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1750-Camino-Palmero-St-90046/unit-338/home/7116089,"1750 Camino Palmero St #338,","$449,000.00",1,1,772,Time on Redfin14 days,1974,Sunset Strip - Hollywood Hills West,"$467,466.00","$2,462.00",Community Laundry,Association Pool,# of Units in Complex (Total): 209,,646,22,6,88 / 100,58 / 100,34 / 100,HOA Dues$435/month
1638423112-1124,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/849-S-Broadway-90014/unit-1210/home/17229519,"849 S Broadway #1210,","$4,200,000.00",2,3,"3,320",Time on Redfin34 days,1930,Art Deco,"$3,983,675.00","$20,439.00","Laundry in Closet, Laundry in Unit",Balcony: Large,# of Units in Complex (Total): 147,,613,9,0,97 / 100,100 / 100,92 / 100,"HOA Dues$1,479/month"
1638424208-1438,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/825-N-Croft-Ave-90069/unit-204/home/177423559,"825 N Croft Ave #204,","$1,499,000.00",2,2.5,"1,413",Time on Redfin12 hours,2020,Modern,"$1,501,652.00","$7,227.00",4,# of Covered Parking Spaces: 2,Unit Floor In Building: 2,"Fees Include Water, Fees IncludeTrash",151,11,2,88 / 100,62 / 100,65 / 100,HOA Dues$460/month
1638423689-1238,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3970-Ingraham-St-90005/unit-103/home/6917983,"3970 Ingraham St #103,","$760,000.00",3,2,"1,474",Time on Redfin20 days,1982,Other,"$757,933.00","$3,761.00",1,# of Parking Spaces (Total): 2,Available for Lease,AssociationPetRules: Call,"1,451",31,6,92 / 100,80 / 100,57 / 100,HOA Dues$330/month
1638423997-1357,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1440-Veteran-Ave-90024/unit-328/home/6802953,"1440 Veteran Ave #328,","$624,900.00",2,1,829,Time on Redfin8 days,1972,Architectural,"$636,804.00","$3,458.00","Association Maintains Landscape, Association Pet Rules, Banquet Facilities, Card Room, Clubhouse, Concierge, Conference, Controlled Access, Elevator, Exercise Room, Fitness Center, Onsite Property Management, Meeting Room, Lake or Pond, Hot Water, Gated Community, Gated Community Guard, Gated Parking, Picnic Area, Pool, Rec Multipurpose Rm, Sauna, Security, Spa, Steam Room, Sun Deck",# of Parking Spaces (Total): 1,Patio Features: None,,"1,463",48,8,94 / 100,72 / 100,73 / 100,HOA Dues$637/month
