web-scraper-order,web-scraper-start-url,pagination,link,link-href,address,price,beds,baths,sqft,DOM,year,lot_size,estimate,est_monthly_payment,parking,pool,school_dist,zoning,views,favorites,outs,walk_score,transit_score,bike_score,hoa_dues
1638405892-215,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/2508-Ivan-Hill-Ter-90039/home/7066939,"2508 Ivan Hill Ter,","$1,695,000.00",3,2.5,"1,427",Time on Redfin6 days,1954,Silver Lake - Echo Park,"$1,704,439.00","$7,679.00",None,# of Parking Spaces (Total): 2,"Patio Features: Concrete Slab, Brick",Tile,"2,309",104,12,74 / 100,45 / 100,54 / 100,
1638405782-197,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Glendale/209-Western-Ave-91201/home/7150350,"209 Western Ave,","$1,249,000.00",4,3,"1,705",Time on Redfin7 days,1937,"4,618 Sq. Ft.","$1,318,050.00","$5,659.00",Attached Garage,Foundation Details: Raised,Elementary School: Balboa,Has Fence,"4,223",236,14,74 / 100,32 / 100,90 / 100,
1638406540-362,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Venice/2407-Eastern-Ct-90291/home/6734628,"2407 Eastern Canal,","$4,700,000.00",4,3,"3,409",Time on Redfin24 hours,1998,Venice,"$4,700,270.00","$21,293.00",Laundry in Garage,Assessor Parcel Number: 4227-013-002,Other Structures: None,,778,41,0,89 / 100,55 / 100,97 / 100,
1638406184-261,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Beverly-Hills/1059-Angelo-Dr-90210/home/6824337,"1059 Angelo Dr,","$4,850,000.00",4,4.5,"3,708",Time on Redfin3 days,1972,Beverly Hills Post Office,"$4,946,929.00","$21,973.00",2,# of Parking Spaces (Total): 2,"Roof: Concrete, Tile",Detached/No Common Walls,"1,512",56,3,12 / 100,34 / 100,8 / 100,
1638406322-281,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Wilmington/1007-N-Pioneer-Ave-90744/home/7680278,"1007 Pioneer Ave,","$555,000.00",3,2,"1,313",Time on Redfin3 days,1977,"4,145 Sq. Ft.",2.0%,"$2,505.00",Attached Garage,Foundation Details: Concrete Slab,High School District: Los Angeles Unified,Has Fence,677,44,2,50 / 100,40 / 100,60 / 100,
1638406713-430,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Northridge/18764-Fairfield-Rd-91326/home/5813092,"18764 Fairfield Rd,","$1,499,900.00",5,3.5,"3,516",Time on Redfin5 days,1989,Mediterranean,$427.00,"$7,010.00",Attached Garage,Foundation Details: Concrete Slab,High School District: Los Angeles Unified,Has Fence,"2,683",105,6,8 / 100,38 / 100,46 / 100,
1638406334-285,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Venice/1917-Alberta-Ave-90291/home/6741683,"1917 Alberta Ave,","$2,698,000.00",5,4.5,"2,629",Time on Redfin3 days,2006,Venice,"$2,789,775.00","$12,223.00",Laundry Inside,Assessor Parcel Number: 4238-023-011,Other Structures: Other,,988,56,4,94 / 100,55 / 100,99 / 100,
1638405284-117,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Reseda/18656-Runnymede-St-91335/home/3785116,"18656 Runnymede St,","$750,000.00",3,2,"1,181",Time on Redfin12 days,1952,"6,912 Sq. Ft.","$753,120.00","$3,398.00","Gas Range, Gas Water Heater, Refrigerator, Water Heater Unit",Lighting,High School District: Los Angeles Unified,# of Parking Spaces: 2,"1,648",62,5,70 / 100,46 / 100,66 / 100,
1638406542-363,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hollywood/6106-Bellaire-Ave-91606/home/5114181,"6106 Bellaire Ave,","$979,000.00",3,2,"1,807",Time on Redfin24 hours,1949,NHO - North Hollywood,"$978,378.00","$4,435.00","Dishwasher, Gas Range",Pool Features: None,High School District: Los Angeles Unified,# of Parking Spaces: 2,704,20,3,74 / 100,40 / 100,63 / 100,
1638405206-104,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/623-N-Sierra-Bonita-Ave-90036/home/7102755,"623 N Sierra Bonita Ave,","$2,399,000.00",3,3,"2,268",Time on Redfin13 days,1924,Beverly Center-Miracle Mile,"$1,058.00","$10,869.00",3,Other Structural Features: High Ceilings (9 Feet+),Assessor Parcel Number: 5526-016-008,Guest House: Detached,"4,231",309,6,86 / 100,52 / 100,69 / 100,
1638405329-125,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sylmar/14071-Tyler-St-91342/home/5404840,"14071 Tyler St,","$835,000.00",3,2,"1,764",Time on Redfin12 days,1964,"7,502 Sq. Ft.","$858,645.00","$3,783.00",2,"Pool Features: Private, In Ground",High School District: Los Angeles Unified,,"1,160",38,3,15 / 100,45 / 100,21 / 100,
1638405637-175,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/841-E-43rd-Pl-90011/home/6926334,"841 E 43rd Pl,","$799,000.00",3,2,"1,700",Time on Redfin9 days,1926,Los Angeles,"$802,588.00","$3,620.00",2,Foundation Details: Raised,Latitude: 34.00506600,"Fencing: Chain Link, Wrought Iron",683,31,1,77 / 100,59 / 100,74 / 100,
1638405554-164,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Woodland-Hills/22248-Tiara-St-91367/home/3990024,"22248 Tiara St,","$1,290,000.00",3,3,"2,295",Time on Redfin9 days,1960,WHLL - Woodland Hills,"$1,294,105.00","$5,844.00","6 Burner Stove, Dishwasher, Gas Range, Microwave, Refrigerator, Tankless Water Heater",Foundation Details: Concrete Slab,High School District: Los Angeles Unified,Has Parking,"1,728",53,7,49 / 100,44 / 100,30 / 100,
1638406054-242,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1676-S-Rimpau-Blvd-90019/home/6905908,"1676 S Rimpau Blvd,","$749,000.00",3,1,810,Time on Redfin3 days,1922,"2,391 Sq. Ft.",2.5%,"$3,381.00",1,Pool Features: None,High School District: Los Angeles Unified,Has Parking,891,41,2,83 / 100,63 / 100,55 / 100,
1638406082-246,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sylmar/11548-Kagel-Canyon-St-91342/home/5465993,"11548 Kagel Canyon St,","$729,900.00",3,1,"1,180",Time on Redfin12 days,1942,"8,210 Sq. Ft.","$734,003.00","$3,307.00",1,Foundation Details: Concrete Slab,High School District: Los Angeles Unified,# of Parking Spaces: 2,508,21,2,29 / 100,41 / 100,33 / 100,
1638405505-156,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Encino/16027-Dickens-St-91436/home/4907815,"16027 Dickens St,","$1,650,000.00",4,4,"3,286",Time on Redfin9 days,1988,"9,207 Sq. Ft.","$1,655,516.00","$7,475.00",4,"Pool Features: Private, In Ground",High School District: Los Angeles Unified,,"3,275",84,10,74 / 100,41 / 100,50 / 100,
1638406203-264,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Inglewood/1415-Overhill-Dr-90302/home/6406933,"1415 Overhill Dr,","$845,000.00",3,1,"1,014",Time on Redfin3 days,1944,North Inglewood,"$896,894.00","$3,828.00",1,# of Parking Spaces (Total): 3,Other Structures: Other,,"1,770",173,3,80 / 100,47 / 100,31 / 100,
1638405304-121,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Pacoima/12801-Weidner-St-91331/home/5462381,"12801 Weidner St,","$695,000.00",3,2,"1,334",Time on Redfin12 days,1961,"7,504 Sq. Ft.","$694,385.00","$3,149.00","Garbage Disposal, Gas Stove, Electric Cooking",Common Walls: 1 common wall,,Has Parking,691,18,2,56 / 100,43 / 100,52 / 100,
1638405470-149,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3808-Paloma-St-90011/home/6925513,"3808 Paloma St,","$519,900.00",3,1,"1,174",Time on Redfin10 days,1921,C42 - Downtown L.A.,"$523,436.00","$2,355.00",None,Foundation Details: None,High School District: Los Angeles Unified,# of Parking Spaces: 4,"1,437",44,2,75 / 100,60 / 100,82 / 100,
1638405324-124,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Northridge/8900-Enfield-Ave-91325/home/5862147,"8900 Enfield Ave,","$1,399,000.00",4,3,"2,447",Time on Redfin12 days,1955,SHFO - Sherwood Forest,"$1,406,689.00","$6,338.00",2,"Patio And Porch Features: Concrete, Covered",High School District: Los Angeles Unified,Has Fence,"2,040",59,7,52 / 100,42 / 100,53 / 100,
1638405234-109,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3733-Rosemead-Ave-90032/home/7001232,"3733 Rosemead Ave,","$909,500.00",3,2,801,Time on Redfin12 days,2021,"7,126 Sq. Ft.","$906,910.00","$4,120.00",2,Pool Features: None,High School District: Los Angeles Unified,,455,14,5,85 / 100,43 / 100,63 / 100,
1638406254-271,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/7212-Mulholland-Dr-90068/home/7126583,"7212 Mulholland Dr,","$6,995,000.00",4,6.5,"7,000",Time on Redfin3 days,1989,"4,824 Sq. Ft.",$999.00,"$31,691.00",5572-001-002,# of Parking Spaces (Total): 8,"Heated Pool, In Ground Pool, Private Pool",,631,59,1,5 / 100,35 / 100,5 / 100,
1638406552-367,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Beverly-Hills/10003-Westwanda-Dr-90210/home/6833287,"10003 Westwanda Dr,","$1,649,000.00",3,2,"1,254",Time on Redfin23 hours,1956,0.55 Acres,"$1,646,647.00","$7,471.00",Attached Garage,Pool Features: None,High School District: Beverly Hills Unified,Lot Features: 0-1 Unit/Acre,"1,372",71,6,1 / 100,0 / 100,1 / 100,
1638406683-418,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Tarzana/5514-Sylvia-Ave-91356/home/4149454,"5514 Sylvia Ave,","$1,999,999.00",5,5,"4,273",Time on Redfin3 hours,1990,"7,056 Sq. Ft.","$1,990,429.00","$9,061.00",Attached Garage,Pool Features: Private,High School District: Los Angeles Unified,,309,10,1,78 / 100,39 / 100,58 / 100,
1638406377-299,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Northridge/18601-Citronia-St-91324/home/5858714,"18601 Citronia St,","$1,050,000.00",4,3,"2,255",Time on Redfin3 days,1965,"8,031 Sq. Ft.",2.5%,"$4,740.00",3,"Pool Features: Private, In Ground",Elementary School: Calahan,,685,9,6,62 / 100,44 / 100,80 / 100,
1638406148-256,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Valley-Glen/13161-W-Lumina-Way-91401/home/167225739,"13161 W Lumina Way,","$1,250,000.00",4,3.5,"2,203",Time on Redfin3 days,2019,"2,125 Sq. Ft.","$1,245,791.00","$5,663.00",Laundry Area,Assessor Parcel Number: 2326-021-055,Other Structures: None,,53,17,2,75 / 100,46 / 100,71 / 100,
1638405686-183,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1459-W-68th-St-90047/home/7279504,"1459 W 68th St,","$699,000.00",3,2,"1,080",Time on Redfin8 days,1922,"4,680 Sq. Ft.","$697,625.00","$3,167.00",1,High School District: Los Angeles Unified,Assessments: Unknown,Has Fence,698,33,0,63 / 100,60 / 100,51 / 100,
1638406454-328,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/San-Pedro/224-W-Oliver-St-90731/home/7688252,"224 W Oliver St,","$589,500.00",3,2,"1,122",Time on Redfin33 hours,1950,"4,740 Sq. Ft.","$589,550.00","$2,671.00","Convection Oven, Dishwasher, Gas Oven, Gas Range, Gas Water Heater",Pool Features: None,High School District: Los Angeles Unified,Has Fence,682,31,4,62 / 100,48 / 100,70 / 100,
1638406507-349,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hills/9931-Montgomery-Ave-91343/home/5713241,"9931 Montgomery Ave,","$719,999.00",3,2,"1,425",Time on Redfin28 hours,1953,"8,267 Sq. Ft.","$721,607.00","$3,262.00",2,Pool Features: None,High School District: Los Angeles Unified,Co-List Agent Last Name: Mac Ivor,980,46,2,41 / 100,35 / 100,52 / 100,
1638405053-85,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Woodland-Hills/5342-Melgre-Ave-91367/home/3251396,"5342 Melgre Ave,","$1,500,000.00",4,3,"2,687",Time on Redfin2 hours,1961,0.35 Acres,"$1,499,264.00","$6,796.00",3,Pool Features: Private,High School District: Los Angeles Unified,Co-List Agent Last Name: Rojas,280,11,0,21 / 100,28 / 100,46 / 100,
1638405378-133,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/2361-Belleglade-Ave-90032/home/6951042,"2361 Belleglade Ave,","$979,000.00",4,1.5,"1,144",Time on Redfin11 days,1924,621 - El Sereno,"$970,274.00","$4,435.00",Area,Basement: Unfinished Basement,High School District: Los Angeles Unified,Co-List Agent Last Name: Haldane,923,20,4,60 / 100,48 / 100,24 / 100,
1638406143-255,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1711-Scott-Ave-90026/home/7055711,"1711 Scott Ave,","$1,250,000.00",4,3,"1,868",Time on Redfin3 days,1906,671 - Silver Lake,"$1,296,753.00","$5,663.00","Dishwasher, Free Standing Range, Microwave, Refrigerator",Foundation Details: Raised,Common Walls: No Common Walls,Has Fence,"2,431",78,7,92 / 100,61 / 100,44 / 100,
1638405294-119,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/7911-S-Denker-Ave-90047/home/7292225,"7911 S Denker Ave,","$775,000.00",4,3,"1,500",Time on Redfin12 days,1929,"2,754 Sq. Ft.","$777,072.00","$3,511.00",3,Pool Features: None,High School District: Los Angeles Unified,,"1,506",24,5,67 / 100,55 / 100,58 / 100,
1638406486-341,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Canoga-Park/20950-Saticoy-St-91304/home/3731044,"20950 Saticoy St,","$749,900.00",4,2,"1,444",Time on Redfin29 hours,1961,"6,349 Sq. Ft.","$742,984.00","$3,397.00",2,Pool Features: None,High School District: Los Angeles Unified,,370,10,1,56 / 100,46 / 100,57 / 100,
1638405364-131,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Panorama-City/7967-Clearfield-Ave-91402/home/4386421,"7967 Clearfield Ave,","$610,000.00",3,2,"1,214",Time on Redfin11 days,1950,"5,564 Sq. Ft.","$624,088.00","$2,764.00",1,High School District: Los Angeles Unified,Assessments: Unknown,,"2,736",84,7,63 / 100,46 / 100,57 / 100,
1638405459-147,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/San-Pedro/27511-Edgemont-DR-90732/home/177299937,"27511 Edgemont Dr,","$1,559,990.00",5,4.5,"3,527",Time on Redfin10 days,2021,"Contemporary, Modern",$442.00,"$7,366.00",Attached Garage,Foundation Details: Concrete Slab,High School District: Los Angeles Unified,"Construction Materials: Drywall Walls, Stucco",808,16,2,46 / 100,,44 / 100,
1638406557-369,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sun-Valley/8947-Claybeck-Ave-91352/home/5278597,"8947 Claybeck Ave,","$549,900.00",2,1,908,Time on Redfin22 hours,1959,"5,001 Sq. Ft.","$552,108.00","$2,491.00",1,Pool Features: None,High School District: Los Angeles Unified,,425,26,2,73 / 100,42 / 100,67 / 100,
1638406316-279,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Venice/2900-Clune-Ave-90291/home/6734853,"2900 Clune Ave,","$2,795,000.00",2,2.5,"2,030",Time on Redfin3 days,1988,Venice,"$2,801,967.00","$12,663.00",2,# of Parking Spaces (Total): 4,Other Structures: Other,,504,30,1,88 / 100,54 / 100,91 / 100,
1638406564-372,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/13694-Bayliss-Rd-90049/home/6859926,"13694 Bayliss,","$3,250,000.00",4,2.5,"2,996",Time on Redfin20 hours,1963,Brentwood,"$1,085.00","$14,724.00",1,"Roof: Composition, Shingle",Sewer: In Street,Detached/No Common Walls,805,57,1,4 / 100,0 / 100,4 / 100,
1638406374-298,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Beverly-Hills/9374-Beverlycrest-Dr-90210/home/6823260,"9374 Beverly Crest Dr,","$14,500,000.00",5,6,"7,034",Time on Redfin3 days,2004,Beverly Hills Post Office,"$14,999,106.00","$65,692.00",4352-011-019,# of Parking Spaces (Total): 2,"Patio Features: Deck(s), Balcony",Detached/No Common Walls,"1,329",132,1,4 / 100,23 / 100,2 / 100,
1638405340-127,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Reseda/7523-Darby-Ave-91335/home/3795536,"7523 Darby Ave,","$999,900.00",5,3,"1,825",Time on Redfin12 days,1947,"8,509 Sq. Ft.","$995,815.00","$4,530.00",3,High School District: Los Angeles Unified,Latitude: 34.20716400,,564,8,5,79 / 100,46 / 100,65 / 100,
1638406075-245,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/335-E-91st-St-90003/home/7297350,"335 E 91st St,","$539,000.00",3,2,960,Time on Redfin3 days,1924,"5,025 Sq. Ft.","$546,028.00","$2,442.00",In Family Room,"Patio And Porch Features: Covered, Wood",High School District: Los Angeles Unified,Has Fence,997,52,5,61 / 100,60 / 100,70 / 100,
1638406716-431,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3658-City-Terrace-Dr-90063/home/8145460,"3658 City Terrace Dr,","$699,900.00",3,3,"1,510",Time on Redfin5 hours,2004,"2,151 Sq. Ft.","$699,752.00","$3,171.00",Attached Garage,Pool Features: None,High School District: Los Angeles Unified,Zoning: LCC2*,575,28,5,62 / 100,45 / 100,29 / 100,
1638406651-405,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sylmar/14903-Castille-Way-91342/home/143518450,"14903 W Castille Way,","$648,500.00",4,2.5,"1,574",Time on Redfin5 hours,2018,SYL - Sylmar,"$649,264.00","$2,958.00",Attached Garage,Foundation Details: Concrete Slab,High School District: Los Angeles Unified,,381,25,1,39 / 100,57 / 100,65 / 100,
1638406017-235,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/4940-La-Calandria-Way-90032/home/6951037,"4940 La Calandria Way,","$1,275,000.00",2,2,"2,018",Time on Redfin4 days,1964,"5,944 Sq. Ft.","$1,260,199.00","$5,776.00",Dishwasher,Pool Features: None,High School District: Los Angeles Unified,Has Parking,442,15,5,60 / 100,48 / 100,24 / 100,
1638406609-389,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/2084-Mt-Olympus-Dr-90046/home/7125406,"2084 Mount Olympus Dr,","$3,980,000.00",4,4.5,"3,991",Time on Redfin8 hours,1979,OLYM - Mount Olympus,"$3,962,569.00","$18,052.00",Attached Garage,"Pool Features: Private, Gunite, In Ground",High School District: Los Angeles Unified,,"1,051",38,2,19 / 100,30 / 100,9 / 100,
1638405991-231,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/San-Pedro/1409-W-Summerland-Ave-90732/home/7686927,"1409 W Summerland Ave,","$580,000.00",2,1,832,Time on Redfin5 days,1945,"6,000 Sq. Ft.","$612,361.00","$2,628.00",1,Foundation Details: Raised,High School District: Palos Verdes / LAUSD – inquire,# of Parking Spaces: 2,"1,172",39,5,64 / 100,35 / 100,58 / 100,
1638405641-176,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/5743-3rd-Ave-90043/home/6865202,"5743 3rd Ave,","$650,000.00",3,1.5,"1,248",Time on Redfin9 days,1919,Park Hills Heights,"$648,527.00","$2,945.00",1,Roof: Common Roof,Sewer: In Street,Security Features: Gated,754,26,1,71 / 100,56 / 100,62 / 100,
1638405571-166,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/8416-1-2-Graham-Ave-90001/home/177309410,"8416-8416 1/2 Graham Ave,","$629,900.00",5,3,"1,674",Time on Redfin9 days,2003,"3,165 Sq. Ft.","$629,315.00","$2,854.00",3,Pool Features: None,High School District: Los Angeles Unified,,689,20,1,70 / 100,57 / 100,58 / 100,
1638405726-189,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sherman-Oaks/3851-Kingswood-Rd-91403/home/4907076,"3851 Kingswood Rd,","$8,495,000.00",5,6.5,"5,649",Time on Redfin7 days,2014,Sherman Oaks,"$8,313,319.00","$38,486.00",6,"Other Structural Features: High Ceilings (9 Feet+), Balcony, Custom Built, Koi Pond",Sewer: In Street,Detached/No Common Walls,"1,472",49,7,18 / 100,36 / 100,4 / 100,
1638405264-115,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hills/9335-Noble-Ave-91343/home/5692972,"9335 Noble Ave,","$1,300,000.00",2,1,"1,074",Time on Redfin12 days,1950,0.38 Acres,"$1,266,037.00","$5,890.00",1,Pool Features: None,High School District: Los Angeles Unified,,258,2,0,48 / 100,48 / 100,52 / 100,
1638406049-241,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/4286-Perlita-Ave-90039/home/22953844,"4286 Perlita Ave,","$1,175,000.00",2,2.5,"1,316",Time on Redfin4 days,2010,Atwater,"$1,181,089.00","$5,323.00",Free Standing Electric,Patio Features: Enclosed,Water: Public,"Security Features: Automatic Gate, Fire Sprinklers, Fire Rated Drywall, Fire and Smoke Detection System, Smoke Detector","1,061",50,7,68 / 100,53 / 100,68 / 100,
