web-scraper-order,web-scraper-start-url,pagination,link,link-href,address,price,beds,baths,sqft,DOM,year,lot_size,estimate,est_monthly_payment,parking,pool,school_dist,zoning,views,favorites,outs,walk_score,transit_score,bike_score,hoa_dues
1638406471-335,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/12316-Darlington-Ave-90049/home/6760662,"12316 Darlington Ave,","$1,875,000.00",2,1,"1,001",Time on Redfin30 hours,1940,Brentwood,"$1,853,243.00","$8,495.00",1,# of Parking Spaces (Total): 2,Other Structures: None,,916,44,3,78 / 100,60 / 100,65 / 100,
1638405588-168,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/San-Pedro/3127-S-Leland-St-90731/home/7697386,"3127 S Leland St,","$1,025,000.00",3,3,"1,670",Time on Redfin9 days,1953,"6,247 Sq. Ft.","$1,050,875.00","$4,644.00",2,Pool Features: None,High School District: Los Angeles Unified,Road Frontage Type: Access via City Streets,"2,264",99,8,52 / 100,33 / 100,26 / 100,
1638405877-213,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/9123-S-Hobart-Blvd-90047/home/7295015,"9123 S Hobart Blvd,","$799,000.00",3,2,"1,423",Time on Redfin6 days,1937,C34 - Los Angeles Southwest,"$828,661.00","$3,620.00","Dishwasher, Gas Range, Range/Stove Hood, Refrigerator, Tankless Water Heater",Foundation Details: Raised,High School District: Los Angeles Unified,# of Parking Spaces: 2,"2,479",202,6,78 / 100,50 / 100,59 / 100,
1638406688-420,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Venice/1240-Morningside-Way-90291/home/6745667,"1240 Morningside Way,","$6,499,000.00",6,6,"5,964",Time on Redfin2 hours,2016,Venice,"$6,324,236.00","$29,444.00",Los Angeles Unified,# of Parking Spaces (Total): 2,"In Ground Pool, Heated Pool, Private Pool",,210,9,1,67 / 100,44 / 100,75 / 100,
1638406585-380,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/6194-Rodgerton-Dr-90068/home/7130138,"6194 Rodgerton Dr,","$1,495,000.00",3,3,"1,616",Time on Redfin16 hours,1965,Hollywood Hills East,"$1,479,519.00","$6,773.00","Cooktop - Gas, Gas, Oven",Roof: Composition,Water: Public,Detached/No Common Walls,"1,018",35,5,24 / 100,26 / 100,31 / 100,
1638405939-223,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/4808-Twining-St-90032/home/6949286,"4808 Twining St,","$920,000.00",3,2,"1,436",Time on Redfin10 days,1937,"4,402 Sq. Ft.","$941,961.00","$4,168.00",2,Pool Features: None,High School District: Los Angeles Unified,,"5,673",383,18,71 / 100,45 / 100,59 / 100,
1638406339-286,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Culver-City/12112-Allin-St-90230/home/6731116,"12112 Allin St,","$1,075,000.00",3,2,"1,229",Time on Redfin3 days,1953,Culver City,"$1,209,596.00","$4,870.00",Laundry in Garage,Assessor Parcel Number: 4221-014-027,Other Structures: None,,"1,968",154,7,72 / 100,48 / 100,69 / 100,
1638406666-411,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Encino/3931-Vista-Linda-Dr-91316/home/4305698,"3931 Vista Linda Dr,","$3,950,000.00",5,6,"5,965",Time on Redfin4 hours,1980,Encino,"$3,911,360.00","$17,895.00",Laundry Area,Private Pool,Directions: South of Ventura. White Oak to Alonzo to Sweet Elm to Vista Linda Dr.,,322,8,0,0 / 100,0 / 100,2 / 100,
1638405511-157,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sherman-Oaks/4834-Noble-Ave-91403/home/4820351,"4834 Noble Ave,","$1,495,000.00",3,2,"2,114",Time on Redfin9 days,1993,"6,750 Sq. Ft.","$1,497,058.00","$6,773.00","Dishwasher, Vented Exhaust Fan",Patio And Porch Features: Patio,High School District: Los Angeles Unified,Has Parking,"2,161",71,17,65 / 100,54 / 100,62 / 100,
1638405398-136,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1459-W-107th-St-90047/home/7309349,"1459 W 107th St,","$650,000.00",3,2,"1,186",Time on Redfin10 days,1915,Metropolitan Southwest,"$651,414.00","$2,945.00",Laundry Area,Assessor Parcel Number: 6059-016-024,Other Structures: Other,"Security Features: Fire and Smoke Detection System, Carbon Monoxide Detector(s)",683,40,2,62 / 100,57 / 100,51 / 100,
1638405965-227,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Chatsworth/10730-Sunnybrae-Ave-91311/home/5777186,"10730 Sunnybrae Ave,","$1,295,000.00",4,3,"2,346",Time on Redfin5 days,1969,"10,009 Sq. Ft.","$1,300,504.00","$5,867.00",Attached Garage,"Patio And Porch Features: Concrete, Covered",High School District: Los Angeles Unified,Road Frontage Type: Access via City Streets,"1,563",48,2,17 / 100,32 / 100,35 / 100,
1638405455-146,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/5829-Arroyo-Dr-90042/home/7087668,"5829 Arroyo Dr,","$675,000.00",2,1,594,Time on Redfin10 days,1917,210031944,"$707,919.00","$3,058.00",1,Year Built: 1917,Meter on Property,Sign on Property: No,"2,911",65,25,64 / 100,57 / 100,67 / 100,
1638406578-377,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sun-Valley/7624-Arcola-Ave-91352/home/5272898,"7624 Arcola Ave,","$799,000.00",4,2,"2,024",Time on Redfin8 days,1950,"7,171 Sq. Ft.",$395.00,"$3,620.00",1,Pool Features: None,High School District: Los Angeles Unified,Co-List Agent Last Name: Solano,"2,024",76,5,47 / 100,41 / 100,49 / 100,
1638406524-356,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/848-N-Coronado-St-90026/home/169942109,"848 N Coronado St,","$1,329,000.00",3,3.5,"1,897",Time on Redfin26 hours,2021,Architectural,"$1,331,156.00","$6,201.00",$179.80,# of Parking Spaces (Total): 2,Other Structural Features: Balcony,,478,38,4,90 / 100,62 / 100,52 / 100,
1638406005-233,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Woodland-Hills/22652-Burbank-Blvd-91367/home/3225628,"22652 BURBANK Blvd,","$979,000.00",3,2,"1,432",Time on Redfin4 days,1955,WHLL - Woodland Hills,"$974,435.00","$4,435.00","Built In Range, Double Oven",Patio And Porch Features: Concrete,High School District: Los Angeles Unified,,952,14,3,70 / 100,,76 / 100,
1638406331-284,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/2400-Valley-View-Dr-90026/home/7068627,"2400 Valley View Dr,","$435,000.00",1,2,"2,880",Time on Redfin3 days,1930,Silver Lake - Echo Park,"$502,188.00","$1,971.00",Other (See Remarks),Other Structures: None,"Disclosures: Building Permit, Building Plans Available",,"1,348",30,6,47 / 100,47 / 100,35 / 100,
1638406098-248,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sylmar/13822-Graber-Ave-91342/home/5551290,"13822 Graber Ave,","$899,000.00",4,2,"2,116",Time on Redfin10 days,1976,"10,356 Sq. Ft.",$425.00,"$4,073.00","Dishwasher, Garbage Disposal, Gas Cooking, Gas Stove, Range/Stove Hood",Common Walls: No Common Walls,2.5%,,651,8,0,18 / 100,18 / 100,10 / 100,
1638406607-388,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/West-Hills/24200-Gilmore-St-91307/home/3165549,"24200 Gilmore St,","$950,000.00",4,2,"1,984",Time on Redfin8 hours,1960,West Hills,"$969,533.00","$4,304.00",Oven,Water: District/Public,Other Structures: None,"Security Features: Carbon Monoxide Detector(s), Smoke Detector",911,41,0,51 / 100,40 / 100,64 / 100,
1638406359-292,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1719-W-Imperial-Hwy-90047/home/7319071,"1719 W Imperial,","$675,000.00",3,2,"1,173",Time on Redfin3 days,1947,"6,243 Sq. Ft.","$675,259.00","$3,058.00",2,Pool Features: None,High School District: Los Angeles Unified,,471,9,4,54 / 100,55 / 100,36 / 100,
1638405409-138,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1801-S-Bedford-St-90035/home/6787634,"1801 S Bedford St,","$1,750,000.00",3,1.5,"1,432",Time on Redfin10 days,1941,Beverlywood Vicinity,"$1,762,202.00","$7,928.00","Laundry Inside, Laundry Area",Assessor Parcel Number: 4303-015-018,Other Structures: None,,"2,044",49,10,86 / 100,50 / 100,65 / 100,
1638406693-422,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Alhambra/1933-Charnwood-Ave-91803/home/7025510,"1933 Charnwood Ave,","$758,000.00",3,1,"1,139",Time on Redfin2 hours,1930,"3,818 Sq. Ft.","$757,491.00","$3,434.00",Formal Dining Room,"Patio And Porch Features: Porch - Front, Screened Porch",High School District: Alhambra,Co-List Agent Last Name: LO,222,6,6,29 / 100,,35 / 100,
1638405092-90,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3323-Ione-Dr-90068/home/5311267,"3323 Ione Dr,","$1,999,000.00",3,2.5,"2,350",Time on Redfin41 days,1960,1.26 Acres,"$1,993,138.00","$9,056.00",10,Pool Features: None,High School District: Los Angeles Unified,Lot Size Source: Assessor's Data,"5,957",126,7,38 / 100,44 / 100,18 / 100,
1638406615-391,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Pacific-Palisades/17766-Tramonto-Dr-90272/home/6843677,"17766 Tramonto Dr,","$2,795,000.00",3,2,"1,731",Time on Redfin7 hours,1957,Ranch,"$2,790,581.00","$12,676.00",Tile Counters,Fee #1: $150,Complex Name: CMHO,Attached,777,38,0,31 / 100,32 / 100,18 / 100,
1638405716-188,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1857-W-94th-Pl-90047/home/7308003,"1857 W 94th Pl,","$649,000.00",4,2.5,"1,525",Time on Redfin8 days,1944,Metropolitan Southwest,"$643,779.00","$2,940.00",2,Patio Features: Porch - Rear,School District: Los Angeles Unified,Detached/No Common Walls,"1,124",39,3,62 / 100,48 / 100,62 / 100,
1638406393-305,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Pacific-Palisades/782-Ranch-Ln-90272/home/6840078,"782 Ranch Ln,","$8,500,000.00",5,5.5,"6,366",Time on Redfin3 days,2012,Pacific Palisades,"$8,737,761.00","$38,509.00",Laundry Room,"In Ground Spa, Private Spa",Sewer: In Street,Detached/No Common Walls,"2,082",152,2,11 / 100,33 / 100,8 / 100,
1638406617-392,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Granada-Hills/11214-Woodley-Ave-91344/home/5706290,"11214 Woodley Ave,","$799,900.00",4,2,"1,736",Time on Redfin7 hours,1955,Granada Hills,"$800,922.00","$3,624.00",Laundry in Closet,Roof: Composition,Directions: San Fernando Mission Blvd & Woodley Ave,Security Features: Automatic Gate,106,4,0,51 / 100,29 / 100,57 / 100,
1638405069-88,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/2633-S-Bentley-Ave-90064/home/6753981,"2633 S Bentley Ave,","$1,549,980.00",3,2,"1,639",Time on Redfin63 days,1937,"5,130 Sq. Ft.",$946.00,"$7,022.00",2,Pool Features: None,High School District: Los Angeles Unified,Zoning: LAR1,"8,320",179,30,58 / 100,65 / 100,72 / 100,
1638405593-169,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Northridge/12282-Beaufait-Ave-91326/home/6092082,"12282 Beaufait Ave,","$999,000.00",3,2,"2,182",Time on Redfin9 days,1970,"9,570 Sq. Ft.","$1,017,060.00","$4,526.00",2,Pool Features: None,High School District: Los Angeles Unified,,"1,914",43,6,8 / 100,0 / 100,2 / 100,
1638406131-253,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3993-Olmsted-Ave-90008/home/6881320,"3993 Olmsted Ave,","$1,327,000.00",3,2.5,"1,593",Time on Redfin7 days,1941,"6,487 Sq. Ft.","$1,378,014.00","$6,012.00",In Kitchen,Pool Features: Private,High School District: Creston,,"2,751",281,12,69 / 100,58 / 100,58 / 100,
1638406656-407,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1333-N-Kenter-Ave-90049/home/108942851,"1333 N Kenter Ave,","$3,500,000.00",3,3,"2,151",Time on Redfin4 hours,1955,Brentwood,"$3,475,502.00","$15,857.00",Laundry Inside,Assessor Parcel Number: 4493-017-034,Other Structures: None,,646,37,0,4 / 100,0 / 100,2 / 100,
1638405464-148,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Studio-City/3230-Iredell-Ln-91604/home/5258085,"3230 Iredell Ln,","$5,940,000.00",6,5,"5,350",Time on Redfin10 days,1988,1988,"$5,912,752.00","$27,011.00",2,"Patio And Porch Features: Deck, Porch, Porch - Front, Porch - Rear",High School District: Los Angeles Unified,Zoning: LARE15,"2,913",132,5,2 / 100,20 / 100,7 / 100,
1638406445-325,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/8664-Cadillac-Ave-90034/home/6786112,"8664 Cadillac Ave,","$1,150,000.00",2,1,859,Time on Redfin2 days,1939,C09 - Beverlywood Vicinity,"$1,145,628.00","$5,210.00","Dishwasher, Free Standing Range, Garbage Disposal, Gas Range, Refrigerator",Pool Features: None,Middle Or Junior School: Mark Twain,# of Parking Spaces: 1,413,17,4,79 / 100,59 / 100,69 / 100,
1638406427-318,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Canoga-Park/20314-Enadia-Way-91306/home/3946051,"20314 Enadia Way,","$950,000.00",3,3,"2,050",Time on Redfin2 days,1956,WIN - Winnetka,2.0%,"$4,289.00",Garbage Disposal,Foundation Details: Concrete Slab,High School District: Los Angeles Unified,Has Parking,829,42,3,76 / 100,45 / 100,63 / 100,
1638406012-234,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/5676-Hub-St-90042/home/7083049,"5676 Hub St,","$1,299,000.00",3,2,"1,819",Time on Redfin4 days,1908,Highland Park,"$1,471,253.00","$5,885.00",2,# of Parking Spaces (Total): 5,Other Structures: None,,"6,098",625,12,89 / 100,59 / 100,57 / 100,
1638406593-383,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/535-W-Ave-46-90065/home/7075414,"535 W Avenue 46,","$889,000.00",2,1,"1,350",Time on Redfin11 hours,1957,Mt Washington,"$914,825.00","$4,028.00",1,Patio Features: Patio Open,Directions: Cross Street Frontenac,"Exterior Construction: Combination, Stucco, Wood","2,383",216,3,47 / 100,57 / 100,25 / 100,
1638405752-193,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Pacoima/12720-Ottoman-St-91331/home/5622122,"12720 Ottoman St,","$689,900.00",3,2,"1,114",Time on Redfin8 days,1960,"6,240 Sq. Ft.","$706,599.00","$3,126.00",2,Pool Features: None,High School District: Los Angeles Unified,,"1,054",33,0,39 / 100,41 / 100,37 / 100,
1638405253-113,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/421-E-43rd-St-90011/home/6925002,"421 E 43rd St,","$699,900.00",4,3,"1,746",Time on Redfin12 days,1920,"5,120 Sq. Ft.","$701,234.00","$3,171.00","Dishwasher, Gas Range, Range/Stove Hood",High School District: Los Angeles Unified,Assessments: Unknown,,"1,261",87,1,77 / 100,61 / 100,80 / 100,
1638406409-311,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hills/8621-Noble-Ave-91343/unit-3/home/143014512,"8621 Noble Ave #3,","$750,000.00",4,2.5,"1,907",Time on Redfin2 days,2017,NOH - North Hills,"$749,830.00","$3,508.00",Breakfast Counter / Bar,"Patio And Porch Features: Brick, Patio Open",High School District: Los Angeles Unified,Has Parking,594,27,2,71 / 100,,61 / 100,
1638406501-347,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hills/15501-Labrador-St-91343/home/5689108,"15501 Labrador St,","$750,000.00",3,2,"1,545",Time on Redfin28 hours,1954,North Hills,"$750,109.00","$3,398.00",1,Exterior Construction: Stucco,Land Lease Type: Fee,# of Garage Spaces: 2,587,18,4,64 / 100,39 / 100,45 / 100,
1638406176-260,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Beverly-Hills/3115-Deep-Canyon-Dr-90210/home/6833049,"3115 Deep Canyon Dr,","$3,199,000.00",5,4.5,"4,035",Time on Redfin3 days,1979,Country English,"$3,672,824.00","$14,633.00","Laundry Room, Laundry Inside","Heated And Filtered Pool, In Ground Pool, Private Pool",Tennis,,"3,521",245,2,4 / 100,0 / 100,1 / 100,
1638406364-294,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Beverly-Hills/1041-N-Hillcrest-Rd-90210/home/6835177,"1041 N Hillcrest Rd,","$12,995,000.00",5,6,"6,293",Time on Redfin3 days,2017,Beverly Hills,"$12,970,835.00","$58,873.00",Laundry Room,"In Ground Pool, Heated Pool",Directions: North of Sunset on Hillcrest,,"1,554",84,1,26 / 100,33 / 100,5 / 100,
1638405620-173,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sylmar/12112-Hoyt-St-91342/home/5472326,"12112 Hoyt St,","$789,000.00",4,3,"1,788",Time on Redfin9 days,1964,SYL - Sylmar,"$812,436.00","$3,575.00","Converted Garage, Driveway",Patio And Porch Features: Covered,High School District: Los Angeles Unified,Has Fence,"1,461",49,5,29 / 100,40 / 100,33 / 100,
1638406152-257,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Venice/960-Indiana-Ave-90291/home/6745118,"960 Indiana Ave,","$3,100,000.00",4,2,"1,919",Time on Redfin3 days,1925,"7,213 Sq. Ft.","$3,104,434.00","$14,044.00","Garbage Disposal, Gas Oven, Gas Stove, Range/Stove Hood, Recirculated Exhaust Fan, Water Heater Unit",Barbecue Private,Elementary School: Walgrove,Has Parking,425,15,4,89 / 100,47 / 100,80 / 100,
1638405659-179,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/558-W-113th-St-90044/home/7317872,"558 W 113th St,","$799,999.00",4,3,"2,034",Time on Redfin8 days,1925,"5,781 Sq. Ft.","$790,080.00","$3,624.00",3,Pool Features: None,High School District: Los Angeles Unified,,395,6,0,65 / 100,72 / 100,61 / 100,
1638405299-120,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Panorama-City/8553-Ventura-Canyon-Ave-91402/home/5632102,"8553 Ventura Canyon Ave,","$1,650,000.00",3,2,"1,785",Time on Redfin12 days,1941,"9,373 Sq. Ft.","$1,631,377.00","$7,475.00",2,Pool Features: None,High School District: Los Angeles Unified,Lot Size Source: Assessor's Data,252,2,2,82 / 100,41 / 100,61 / 100,
1638406490-343,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Winnetka/7515-Hatillo-Ave-91306/home/3761486,"7515 Hatillo Ave,","$800,000.00",3,2,"1,251",Time on Redfin29 hours,1953,"6,941 Sq. Ft.","$800,728.00","$3,624.00",2,Pool Features: Private,High School District: Los Angeles Unified,,384,16,1,70 / 100,40 / 100,57 / 100,
1638406170-259,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3003-Fall-Ave-90026/home/7062136,"3003 Fall Ave,","$2,300,000.00",4,3,"2,296",Time on Redfin3 days,1926,Silver Lake - Echo Park,"$2,596,540.00","$10,420.00",3,# of Parking Spaces (Total): 2,Other Structures: None,,"2,442",177,5,73 / 100,50 / 100,41 / 100,
1638405649-177,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3423-Cazador-St-90065/home/7074371,"3423 Cazador St,","$700,000.00",1,1,536,Time on Redfin9 days,1937,Glassell Park,"$775,101.00","$3,171.00",Laundry Outside,Roof: Composition,Assessor Parcel Number: 5462-012-005,Detached/No Common Walls,"3,799",231,2,50 / 100,44 / 100,19 / 100,
1638406478-338,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/San-Pedro/1350-W-26th-St-90732/home/7697725,"1350 W 26th St,","$849,000.00",4,2,"2,272",Time on Redfin29 hours,1944,180 - Palisades,"$863,550.00","$3,846.00",6,Foundation Details: Raised,High School District: Los Angeles Unified,,"1,387",69,6,61 / 100,26 / 100,52 / 100,
1638405664-180,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Woodland-Hills/22651-W-Oxnard-St-91367/home/3218618,"22651 Oxnard St,","$1,799,000.00",2,1,"1,195",Time on Redfin11 days,1948,0.72 Acres,"$1,766,555.00","$8,150.00",1,High School District: Los Angeles Unified,Latitude: 34.17967900,,537,13,1,59 / 100,39 / 100,65 / 100,
1638405064-87,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3022-E-4th-St-90063/home/6942399,"3022 E 4th St,","$850,000.00",4,2,"1,814",Time on Redfin97 days,1905,"6,019 Sq. Ft.","$835,379.00","$3,851.00",2,Pool Features: None,High School District: Los Angeles Unified,Has Fence,"3,923",89,10,86 / 100,69 / 100,62 / 100,
1638406567-373,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/321-S-Bundy-Dr-90049/home/6837804,"321 S Bundy Dr,","$2,298,000.00",3,2,"1,840",Time on Redfin20 hours,1946,Brentwood,"$1,249.00","$10,411.00",Other (See Remarks),Assessor Parcel Number: 4404-011-007,Other Structures: Other,,"4,185",14,4,56 / 100,38 / 100,45 / 100,
1638406550-366,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/239-E-82nd-St-90003/home/7289317,"239 E 82nd St,","$589,900.00",3,2.5,"1,180",Time on Redfin23 hours,1922,"5,065 Sq. Ft.","$591,236.00","$2,673.00",4,Pool Features: None,High School District: Los Angeles Unified,Zoning: LAR2,441,35,1,63 / 100,63 / 100,65 / 100,
1638405289-118,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sylmar/14669-Forest-Edge-Dr-91342/home/17139555,"14669 Forest Edge Dr,","$656,630.00",3,2.5,"1,884",Time on Redfin12 days,2007,SYL - Sylmar,"$650,833.00","$3,244.00",Attached Garage,Pool Features: None,High School District: Los Angeles Unified,,"1,739",55,5,50 / 100,50 / 100,61 / 100,
1638406039-239,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/San-Pedro/1166-W-37th-St-90731/home/7698296,"1166 W 37th St,","$769,900.00",2,2,"1,370",Time on Redfin4 days,1939,"6,251 Sq. Ft.",2.0%,$562.00,2,Pool Features: None,High School District: Los Angeles Unified,,"1,213",58,3,41 / 100,31 / 100,25 / 100,
1638406663-410,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/619-S-June-St-90005/home/7091767,"619 S June St,","$11,950,000.00",7,9.5,"11,059",Time on Redfin4 hours,1928,Hancock Park-Wilshire,"$11,328,706.00","$54,139.00",9,"Patio Features: Balcony, Patio Open",Assessor Parcel Number: 5507-017-011,Detached/No Common Walls,274,11,1,61 / 100,57 / 100,54 / 100,
1638406590-382,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Wilmington/1031-W-Papeete-St-90744/home/7675462,"1031 W Papeete St,","$728,888.00",4,2,"1,408",Time on Redfin14 hours,1952,"5,852 Sq. Ft.","$723,914.00","$3,302.00","Dishwasher, Gas Oven, Gas Stove",Patio And Porch Features: Patio,High School District: Los Angeles Unified,Has Parking,169,10,0,73 / 100,51 / 100,63 / 100,
1638406399-307,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/931-E-111th-Dr-90059/home/7315888,"931 E 111th Dr,","$575,000.00",3,1,"1,008",Time on Redfin3 days,1969,"5,832 Sq. Ft.","$574,701.00","$2,605.00",1,High School District: Los Angeles Unified,Latitude: 33.93397700,,191,4,0,58 / 100,59 / 100,58 / 100,
1638406432-320,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/15431-Milldale-Dr-90077/home/6831259,"15431 Milldale Dr,","$2,800,000.00",4,3.5,"2,800",Time on Redfin2 days,1955,"9,949 Sq. Ft.","$2,803,477.00","$12,685.00",3,"Roof: Concrete, Tile",Sewer: In Connected and Paid,Detached/No Common Walls,303,12,0,9 / 100,37 / 100,9 / 100,
1638406473-336,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Woodland-Hills/4950-Dunman-Ave-91364/home/3541353,"4950 Dunman Ave,","$1,150,000.00",5,3,"2,630",Time on Redfin29 hours,1956,Woodland Hills,"$1,166,677.00","$5,210.00",Laundry in Closet,Directions: South of Ave San Luis and east of Mulholland Drive,No Mello-Roos Tax,,"1,162",39,9,54 / 100,37 / 100,29 / 100,
1638406547-365,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Granada-Hills/11437-Curry-Ave-91344/home/5761253,"11437 Curry Ave,","$798,880.00",4,2.5,"1,843",Time on Redfin23 hours,1992,"2,972 Sq. Ft.","$802,785.00","$3,619.00",Attached Garage,Pool Features: None,High School: Granada Hills Charter,,896,22,3,28 / 100,27 / 100,39 / 100,
